,generated_caption,cap,verbs,objs,n_objs
1138,The ferry drifts gently towards the dock.,The ferry drifts gently towards the dock.,{'drift'},{'drift'},1
1139,The skier zips past the evergreen trees on the snowy trail.,The skier zips past the evergreen trees on the snowy trail.,{'zip'},{'zip'},1
1140,Fireworks explode colorfully across the summer night sky.,Fireworks explode colorfully across the summer night sky.,{'explode'},{'explode'},1
1141,The musician tunes the violin strings carefully.,The musician tunes the violin strings carefully.,{'tune'},{'tune'},1
1142,The sculptor etches fine details into the limestone block.,The sculptor etches fine details into the limestone block.,{'etch'},{'etch'},1
1143,Lava spills down the mountainside in glowing rivers.,Lava spills down the mountainside in glowing rivers.,"{'spill', 'glow'}","{'spill', 'glow'}",2
1144,Wolves patrol their territory through the thick forest.,Wolves patrol their territory through the thick forest.,{'patrol'},{'patrol'},1
1145,The sailor trims the sails for maximum speed.,The sailor trims the sails for maximum speed.,{'trim'},{'trim'},1
1146,Shadows waver against the stone walls in the candlelight.,Shadows waver against the stone walls in the candlelight.,{'waver'},{'waver'},1
1147,Falcons scour the cliffs for nests of smaller birds.,Falcons scour the cliffs for nests of smaller birds.,{'scour'},{'scour'},1
1148,The deer bolts across the frozen field at twilight.,The deer bolts across the frozen field at twilight.,{'bolt'},{'bolt'},1
1149,The falconer hoists the leather gauntlet towards the sky.,The falconer hoists the leather gauntlet towards the sky.,{'hoist'},{'hoist'},1
1150,The climber fumbles for a foothold on the steep rock face.,The climber fumbles for a foothold on the steep rock face.,{'fumble'},{'fumble'},1
1151,The fisherman nets a massive catch by sunrise.,The fisherman nets a massive catch by sunrise.,{'net'},{'net'},1
1152,Lightning arcs across the sky in the storm's fury.,Lightning arcs across the sky in the storm's fury.,{'lightne'},{'lightne'},1
1153,The ranger patrols the park trails at dawn.,The ranger patrols the park trails at dawn.,{'patrol'},{'patrol'},1
1154,Ravens circle ominously over the ancient ruins.,Ravens circle ominously over the ancient ruins.,{'circle'},{'circle'},1
1155,The lantern swings gently in the warm evening breeze.,The lantern swings gently in the warm evening breeze.,{'swing'},{'swing'},1
1156,"Orcas sound the depths, searching for seals in the ice.","Orcas sound the depths, searching for seals in the ice.","{'search', 'sound'}","{'search', 'sound'}",2
1157,The blacksmith quenches the glowing blade in cool water.,The blacksmith quenches the glowing blade in cool water.,"{'glow', 'quench'}","{'glow', 'quench'}",2
1158,The librarian catalogs the new acquisitions diligently.,The librarian catalogs the new acquisitions diligently.,{'catalog'},{'catalog'},1
1159,A moth flutters helplessly near the glowing bulb.,A moth flutters helplessly near the glowing bulb.,"{'flutter', 'glow'}","{'flutter', 'glow'}",2
1160,Geese graze quietly in the mist-covered fields.,Geese graze quietly in the mist-covered fields.,"{'graze', 'cover'}","{'graze', 'cover'}",2
1161,The merchant markets his wares with a flourish.,The merchant markets his wares with a flourish.,{'market'},{'market'},1
1162,The squirrel hides its acorns in the hollow log.,The squirrel hides its acorns in the hollow log.,{'hide'},{'hide'},1
1163,A lumberjack fells trees swiftly in the forest.,A lumberjack fells trees swiftly in the forest.,{'fell'},{'fell'},1
1164,Icebergs calve off the glacier and drift out to sea.,Icebergs calve off the glacier and drift out to sea.,"{'drift', 'calve'}","{'drift', 'calve'}",2
1165,The lion shakes its mane proudly atop the rocky outcrop.,The lion shakes its mane proudly atop the rocky outcrop.,{'shake'},{'shake'},1
1166,Fireflies wink brightly over the pond reeds.,Fireflies wink brightly over the pond reeds.,{'wink'},{'wink'},1
1167,The toddler ambles slowly toward the playground swing.,The toddler ambles slowly toward the playground swing.,{'amble'},{'amble'},1
1168,The conductor signals the start of the symphony.,The conductor signals the start of the symphony.,{'signal'},{'signal'},1
1169,The cobbler laces the leather shoes expertly.,The cobbler laces the leather shoes expertly.,{'lace'},{'lace'},1
1170,An eagle circles majestically over the cliffs.,An eagle circles majestically over the cliffs.,{'circle'},{'circle'},1
1171,The botanist presses delicate flowers into the journal.,The botanist presses delicate flowers into the journal.,{'press'},{'press'},1
1172,"The sun dips below the horizon, painting the sky in twilight hues.","The sun dips below the horizon, painting the sky in twilight hues.","{'paint', 'dip'}","{'paint', 'dip'}",2
1173,A child kicks a colorful ball across the yard.,A child kicks a colorful ball across the yard.,{'kick'},{'kick'},1
1174,The woman scrubs her car with a shiny sponge.,The woman scrubs her car with a shiny sponge.,{'scrub'},{'scrub'},1
1175,Two hikers climb a steep mountain trail.,Two hikers climb a steep mountain trail.,{'climb'},{'climb'},1
1176,The chef flips a pancake in the hot skillet.,The chef flips a pancake in the hot skillet.,{'flip'},{'flip'},1
1177,An athlete dives gracefully into the clear blue pool.,An athlete dives gracefully into the clear blue pool.,{'dive'},{'dive'},1
1178,The construction worker hammers nails into the wooden beam.,The construction worker hammers nails into the wooden beam.,{'hammer'},{'hammer'},1
1179,Kids paint bright murals on a brick wall.,Kids paint bright murals on a brick wall.,{'paint'},{'paint'},1
1180,A musician strums his guitar under the shade of a large tree.,A musician strums his guitar under the shade of a large tree.,{'strum'},{'strum'},1
1181,Several people row their boats through the serene lake.,Several people row their boats through the serene lake.,{'row'},{'row'},1
1182,The toddler stacks blocks high on the living room floor.,The toddler stacks blocks high on the living room floor.,"{'live', 'stack'}","{'live', 'stack'}",2
1183,A dog chases a frisbee through the grassy field.,A dog chases a frisbee through the grassy field.,{'chase'},{'chase'},1
1184,The soccer player dribbles the ball past a defender.,The soccer player dribbles the ball past a defender.,{'dribble'},{'dribble'},1
1185,The firefighter sprays water on a burning building.,The firefighter sprays water on a burning building.,"{'burn', 'spray'}","{'burn', 'spray'}",2
1186,A family picnics under the cherry blossoms.,A family picnics under the cherry blossoms.,set(),set(),0
1187,The artist sketches a detailed landscape with graphite pencils.,The artist sketches a detailed landscape with graphite pencils.,{'sketch'},{'sketch'},1
1188,Two colleagues brainstorm in front of a whiteboard.,Two colleagues brainstorm in front of a whiteboard.,{'brainstorm'},{'brainstorm'},1
1189,The gardener plants tulips in colorful rows.,The gardener plants tulips in colorful rows.,{'plant'},{'plant'},1
1190,The dancer spins effortlessly on stage.,The dancer spins effortlessly on stage.,{'spin'},{'spin'},1
1191,A group of friends toast marshmallows over a campfire.,A group of friends toast marshmallows over a campfire.,{'toast'},{'toast'},1
1192,The farmer herds sheep across the rolling pasture.,The farmer herds sheep across the rolling pasture.,"{'herd', 'roll'}","{'herd', 'roll'}",2
1193,A tourist photographs ancient ruins on a sunny day.,A tourist photographs ancient ruins on a sunny day.,{'photograph'},{'photograph'},1
1194,The fisherman casts his line into the wide river.,The fisherman casts his line into the wide river.,{'cast'},{'cast'},1
1195,The pilot maneuvers a small plane through fluffy clouds.,The pilot maneuvers a small plane through fluffy clouds.,{'maneuver'},{'maneuver'},1
1196,The swimmer glides through the cool ocean waves.,The swimmer glides through the cool ocean waves.,{'glide'},{'glide'},1
1197,The child catches a butterfly in his small net.,The child catches a butterfly in his small net.,{'catch'},{'catch'},1
1198,Two women fold freshly laundered clothes into neat piles.,Two women fold freshly laundered clothes into neat piles.,"{'fold', 'launder'}","{'fold', 'launder'}",2
1199,A little girl waters flowers with her tiny watering can.,A little girl waters flowers with her tiny watering can.,{'water'},{'water'},1
1200,The scientist examines a rare insect under the microscope.,The scientist examines a rare insect under the microscope.,{'examine'},{'examine'},1
1201,The baker kneads dough on a floured countertop.,The baker kneads dough on a floured countertop.,{'knead'},{'knead'},1
1202,The skier navigates a sharp curve down the snowy slope.,The skier navigates a sharp curve down the snowy slope.,{'navigate'},{'navigate'},1
1203,A couple dances elegantly at a wedding reception.,A couple dances elegantly at a wedding reception.,{'dance'},{'dance'},1
1204,The soldier marches in formation with his comrades.,The soldier marches in formation with his comrades.,{'march'},{'march'},1
1205,A group of students builds a robot in the school lab.,A group of students builds a robot in the school lab.,{'build'},{'build'},1
1206,The librarian shelves books in alphabetical order.,The librarian shelves books in alphabetical order.,{'shelve'},{'shelve'},1
1207,The fisherman fillets a large fish on a wooden table.,The fisherman fillets a large fish on a wooden table.,{'fillet'},{'fillet'},1
1208,The mountaineer rappels down a vertical cliff face.,The mountaineer rappels down a vertical cliff face.,{'rappel'},{'rappel'},1
1209,A barista froths milk for a hot latte.,A barista froths milk for a hot latte.,{'froth'},{'froth'},1
1210,The woodworker carves intricate designs into the chair legs.,The woodworker carves intricate designs into the chair legs.,{'carve'},{'carve'},1
1211,A mime entertains a crowd with exaggerated movements.,A mime entertains a crowd with exaggerated movements.,{'entertain'},{'entertain'},1
1212,The student measures chemicals carefully in the lab.,The student measures chemicals carefully in the lab.,{'measure'},{'measure'},1
1213,The detective investigates a mysterious footprint in the mud.,The detective investigates a mysterious footprint in the mud.,{'investigate'},{'investigate'},1
1214,The diver collects seashells on the sandy ocean floor.,The diver collects seashells on the sandy ocean floor.,{'collect'},{'collect'},1
1215,The programmer writes new code for a complex project.,The programmer writes new code for a complex project.,{'write'},{'write'},1
1216,The janitor sweeps the floor after the school day ends.,The janitor sweeps the floor after the school day ends.,"{'sweep', 'end'}","{'sweep', 'end'}",2
1217,The sailor hoists a bright flag on the boat mast.,The sailor hoists a bright flag on the boat mast.,{'hoist'},{'hoist'},1
1218,The artist blends bold acrylic colors on a large canvas.,The artist blends bold acrylic colors on a large canvas.,{'blend'},{'blend'},1
1219,A kite soars high above the grassy hilltop.,A kite soars high above the grassy hilltop.,{'soar'},{'soar'},1
1220,The waiter serves a delicious dessert to a hungry diner.,The waiter serves a delicious dessert to a hungry diner.,{'serve'},{'serve'},1
1221,A child draws colorful shapes on the sidewalk with chalk.,A child draws colorful shapes on the sidewalk with chalk.,{'draw'},{'draw'},1
1222,The researcher collects soil samples in a remote forest.,The researcher collects soil samples in a remote forest.,{'collect'},{'collect'},1
1223,The actor rehearses his lines for the upcoming play.,The actor rehearses his lines for the upcoming play.,{'rehearse'},{'rehearse'},1
1224,The farmer plows the fertile field with his tractor.,The farmer plows the fertile field with his tractor.,{'plow'},{'plow'},1
1225,A couple paddles a canoe through the mangrove swamp.,A couple paddles a canoe through the mangrove swamp.,{'paddle'},{'paddle'},1
1226,The archaeologist unearths pottery from a dusty excavation site.,The archaeologist unearths pottery from a dusty excavation site.,{'unearth'},{'unearth'},1
1227,A team races their bicycles up a steep mountain road.,A team races their bicycles up a steep mountain road.,{'race'},{'race'},1
1228,The surfer balances on a high wave near the shore.,The surfer balances on a high wave near the shore.,{'balance'},{'balance'},1
1229,The plumber tightens pipes under a kitchen sink.,The plumber tightens pipes under a kitchen sink.,{'tighten'},{'tighten'},1
1230,The magician pulls a rabbit out of his top hat.,The magician pulls a rabbit out of his top hat.,{'pull'},{'pull'},1
1231,The florist arranges fresh roses into a bouquet.,The florist arranges fresh roses into a bouquet.,{'arrange'},{'arrange'},1
1232,The lifeguard scans the horizon for swimmers in trouble.,The lifeguard scans the horizon for swimmers in trouble.,{'scan'},{'scan'},1
1233,"The astronaut floats in zero gravity, adjusting a solar panel.","The astronaut floats in zero gravity, adjusting a solar panel.","{'adjust', 'float'}","{'adjust', 'float'}",2
